	27432 - DIVERSIFICADO			27431 - ACCIONES COLOMBIA		
FECHA	val. Unidad	val. Fondo	rt.30	val. Unidad	val. Fondo	rt.30
11/11/2015	" 10,648 "	" 4,325,347,210 "	-3.39 	" 7,870 "	" 2,504,444,794 "	-41.41 
11/12/2015	" 10,640 "	" 4,327,292,811 "	-3.04 	" 7,741 "	" 2,463,493,433 "	-49.83 
11/13/2015	" 10,637 "	" 4,326,067,051 "	-3.48 	" 7,605 "	" 2,403,975,236 "	-54.36 
11/14/2015	" 10,638 "	" 4,328,129,979 "	-4.38 	" 7,605 "	" 2,403,858,052 "	-50.41 
11/15/2015	" 10,639 "	" 4,328,592,730 "	-4.64 	" 7,604 "	" 2,403,815,883 "	-50.56 
11/16/2015	" 10,640 "	" 4,329,335,234 "	-4.63 	" 7,604 "	" 2,403,698,724 "	-50.55 
11/17/2015	" 10,645 "	" 4,354,065,133 "	-4.18 	" 7,369 "	" 2,325,673,322 "	-66.18 
11/18/2015	" 10,635 "	" 4,349,567,595 "	-2.74 	" 7,451 "	" 2,324,370,185 "	-61.24 
11/19/2015	" 10,639 "	" 4,159,171,782 "	-1.58 	" 7,423 "	" 2,297,081,315 "	-62.49 
11/20/2015	" 10,640 "	" 4,118,362,488 "	-1.58 	" 7,532 "	" 2,400,218,585 "	-55.28 
11/21/2015	" 10,641 "	" 4,120,314,037 "	-2.40 	" 7,531 "	" 2,400,092,698 "	-56.86 
11/22/2015	" 10,642 "	" 4,120,774,957 "	-2.32 	" 7,531 "	" 2,417,318,591 "	-57.08 
11/23/2015	" 10,632 "	" 4,098,841,736 "	-3.56 	" 7,537 "	" 2,421,187,057 "	-56.58 
11/24/2015	" 10,631 "	" 4,096,630,917 "	-3.80 	" 7,445 "	" 2,339,282,131 "	-62.69 
11/25/2015	" 10,624 "	" 4,073,067,080 "	-4.43 	" 7,347 "	" 2,324,558,944 "	-68.32 
11/26/2015	" 10,610 "	" 4,049,747,893 "	-5.26 	" 7,324 "	" 2,323,332,767 "	-67.23 
11/27/2015	" 10,597 "	" 4,022,160,884 "	-7.67 	" 7,276 "	" 2,309,476,839 "	-67.40 
11/28/2015	" 10,599 "	" 4,022,964,719 "	-7.03 	" 7,275 "	" 2,309,541,283 "	-64.51 
11/29/2015	" 10,600 "	" 4,023,503,627 "	-7.21 	" 7,275 "	" 2,309,430,727 "	-64.84 
11/30/2015	" 10,623 "	" 4,053,187,835 "	-4.91 	" 7,401 "	" 2,350,470,473 "	-56.64 
12/1/2015	" 10,630 "	" 4,063,734,194 "	-4.27 	" 7,368 "	" 2,335,691,008 "	-58.93 
12/2/2015	" 10,636 "	" 4,043,389,516 "	-3.79 	" 7,280 "	" 2,309,755,621 "	-64.45 
12/3/2015	" 10,619 "	" 4,036,980,372 "	-3.44 	" 7,223 "	" 2,290,738,042 "	-68.07 
12/4/2015	" 10,618 "	" 4,030,792,397 "	-4.93 	" 7,193 "	" 2,334,518,531 "	-69.57 
12/5/2015	" 10,619 "	" 4,034,301,279 "	-3.57 	" 7,193 "	" 2,334,490,506 "	-71.69 
12/6/2015	" 10,621 "	" 4,035,213,339 "	-2.14 	" 7,192 "	" 2,334,382,490 "	-70.68 
12/7/2015	" 10,605 "	" 4,019,360,073 "	-3.98 	" 7,065 "	" 2,216,121,446 "	-76.47 
12/8/2015	" 10,606 "	" 4,019,878,873 "	-3.96 	" 7,065 "	" 2,288,131,238 "	-76.48 
12/9/2015	" 10,606 "	" 4,018,765,262 "	-4.17 	" 7,117 "	" 2,622,307,728 "	-73.31 
12/10/2015	" 10,606 "	" 4,022,547,840 "	-4.96 	" 7,192 "	" 2,685,579,681 "	-68.05 
12/11/2015	" 10,586 "	" 3,905,297,327 "	-6.80 	" 7,191 "	" 2,693,767,086 "	-65.79 
12/12/2015	" 10,588 "	" 3,907,784,507 "	-5.79 	" 7,190 "	" 2,694,180,122 "	-58.02 
12/13/2015	" 10,589 "	" 3,909,001,402 "	-5.27 	" 7,190 "	" 2,694,093,131 "	-47.95 
12/14/2015	" 10,563 "	" 3,897,974,803 "	-8.14 	" 7,192 "	" 2,698,080,078 "	-47.52 
12/15/2015	" 10,571 "	" 3,846,899,514 "	-7.41 	" 7,302 "	" 2,753,696,057 "	-34.98 
12/16/2015	" 10,572 "	" 3,856,908,782 "	-7.49 	" 7,435 "	" 2,789,535,561 "	-16.40 
12/17/2015	" 10,581 "	" 3,864,045,497 "	-7.15 	" 7,492 "	" 2,829,293,844 "	 33.57 
12/18/2015	" 10,575 "	" 3,881,036,587 "	-6.69 	" 7,479 "	" 2,823,523,224 "	 14.73 
12/19/2015	" 10,576 "	" 3,884,584,687 "	-6.95 	" 7,479 "	" 2,823,436,901 "	 19.53 
12/20/2015	" 10,578 "	" 3,885,114,105 "	-6.93 	" 7,478 "	" 2,823,354,891 "	 1.55 
12/21/2015	" 10,585 "	" 3,875,821,087 "	-6.37 	" 7,445 "	" 2,812,846,702 "	-4.38 
12/22/2015	" 10,605 "	" 3,897,994,416 "	-4.37 	" 7,433 "	" 2,822,212,628 "	-6.21 
12/23/2015	" 10,605 "	" 3,893,013,354 "	-3.19 	" 7,609 "	" 2,877,955,520 "	 26.79 
12/24/2015	" 10,615 "	" 3,799,482,800 "	-1.97 	" 7,598 "	" 2,877,710,193 "	 42.85 
12/25/2015	" 10,617 "	" 3,800,015,457 "	-0.98 	" 7,597 "	" 2,877,562,386 "	 64.81 
12/26/2015	" 10,618 "	" 3,800,647,755 "	 0.78 	" 7,597 "	" 2,877,564,597 "	 70.00 
12/27/2015	" 10,620 "	" 3,801,180,080 "	 2.49 	" 7,597 "	" 2,877,416,814 "	 82.03 
12/28/2015	" 10,616 "	" 3,793,288,610 "	 1.89 	" 7,551 "	" 3,120,737,602 "	 67.76 
12/29/2015	" 10,620 "	" 3,840,742,922 "	 2.23 	" 7,531 "	" 3,102,651,606 "	 61.02 
12/30/2015	" 10,619 "	" 3,861,826,211 "	-0.70 	" 7,581 "	" 3,141,685,342 "	 46.39 
12/31/2015	" 10,620 "	" 3,864,416,495 "	-1.36 	" 7,581 "	" 3,143,509,769 "	 52.99 
1/1/2016	" 10,622 "	" 3,864,949,477 "	-1.86 	" 7,581 "	" 3,143,374,853 "	 72.67 
1/2/2016	" 10,623 "	" 3,865,482,374 "	 0.31 	" 7,580 "	" 3,143,239,962 "	 86.38 
1/3/2016	" 10,625 "	" 3,866,015,207 "	 0.59 	" 7,580 "	" 3,143,105,082 "	 93.54 
1/4/2016	" 10,612 "	" 3,863,264,113 "	-1.03 	" 7,441 "	" 3,085,971,912 "	 50.45 
1/5/2016	" 10,592 "	" 3,856,537,541 "	-3.40 	" 7,507 "	" 3,262,898,618 "	 68.75 
1/6/2016	" 10,590 "	" 3,868,003,344 "	-1.73 	" 7,451 "	" 3,361,599,521 "	 81.66 
1/7/2016	" 10,580 "	" 3,865,943,663 "	-3.05 	" 7,338 "	" 3,340,186,323 "	 45.54 
1/8/2016	" 10,589 "	" 3,873,503,985 "	-1.99 	" 7,301 "	" 3,323,272,358 "	 25.26 
1/9/2016	" 10,591 "	" 3,874,056,555 "	-1.81 	" 7,301 "	" 3,323,170,263 "	 11.13 
1/10/2016	" 10,592 "	" 3,876,609,215 "	 0.66 	" 7,300 "	" 3,323,062,587 "	 11.19 
1/11/2016	" 10,594 "	" 3,877,561,489 "	 0.67 	" 7,300 "	" 3,322,954,930 "	 11.10 
1/12/2016	" 10,590 "	" 3,873,408,047 "	 0.08 	" 7,202 "	" 3,312,437,368 "	-7.74 
1/13/2016	" 10,594 "	" 3,804,390,953 "	 3.74 	" 7,292 "	" 3,351,008,055 "	 9.16 
1/14/2016	" 10,604 "	" 3,789,161,227 "	 3.87 	" 7,414 "	" 3,408,610,158 "	 15.69 
1/15/2016	" 10,606 "	" 3,789,867,591 "	 3.96 	" 7,316 "	" 3,352,792,735 "	-20.99 
1/16/2016	" 10,607 "	" 3,792,043,766 "	 3.07 	" 7,316 "	" 3,352,693,611 "	-27.23 
1/17/2016	" 10,609 "	" 3,792,589,156 "	 4.00 	" 7,316 "	" 3,352,594,506 "	-25.75 
1/18/2016	" 10,595 "	" 3,765,933,470 "	 2.16 	" 7,207 "	" 3,291,277,064 "	-39.00 
1/19/2016	" 10,598 "	" 3,795,959,820 "	 2.41 	" 7,287 "	" 3,331,708,097 "	-29.18 
1/20/2016	" 10,585 "	" 3,791,096,085 "	 0.12 	" 7,335 "	" 3,447,338,169 "	-18.83 
1/21/2016	" 10,588 "	" 3,790,946,257 "	-1.91 	" 7,411 "	" 3,484,766,210 "	-5.22 
1/22/2016	" 10,596 "	" 3,810,684,034 "	-1.02 	" 7,528 "	" 3,564,715,379 "	-9.20 
1/23/2016	" 10,598 "	" 3,863,327,005 "	-2.03 	" 7,528 "	" 3,564,611,739 "	-7.73 
1/24/2016	" 10,599 "	" 3,864,849,574 "	-2.04 	" 7,528 "	" 3,564,508,119 "	-7.66 
1/25/2016	" 10,593 "	" 3,864,018,410 "	-2.89 	" 7,486 "	" 3,542,196,605 "	-13.99 
1/26/2016	" 10,591 "	" 3,863,353,928 "	-3.23 	" 7,503 "	" 3,589,648,457 "	-11.24 
1/27/2016	" 10,592 "	" 3,872,932,081 "	-2.75 	" 7,534 "	" 3,619,450,183 "	-0.27 
1/28/2016	" 10,603 "	" 3,871,146,935 "	-2.03 	" 7,585 "	" 3,650,570,571 "	 12.09 
1/29/2016	" 10,604 "	" 3,872,302,421 "	-1.62 	" 7,629 "	" 3,673,447,185 "	 12.07 
1/30/2016	" 10,606 "	" 3,873,195,504 "	-1.62 	" 7,629 "	" 3,679,302,273 "	 12.02 
1/31/2016	" 10,607 "	" 3,874,748,433 "	-1.61 	" 7,629 "	" 3,679,196,899 "	 11.97 
2/1/2016	" 10,602 "	" 3,862,739,187 "	-2.39 	" 7,648 "	" 3,679,980,359 "	 15.58 
2/2/2016	" 10,600 "	" 3,815,943,809 "	-2.77 	" 7,586 "	" 3,697,723,928 "	 4.31 
2/3/2016	" 10,603 "	" 3,805,505,271 "	-0.95 	" 7,644 "	" 3,729,631,973 "	 40.48 
2/4/2016	" 10,611 "	" 3,813,904,308 "	 2.18 	" 7,678 "	" 3,753,831,185 "	 34.80 
2/5/2016	" 10,608 "	" 3,817,748,101 "	 2.10 	" 7,712 "	" 3,780,937,500 "	 55.15 
2/6/2016	" 10,610 "	" 3,818,303,448 "	 3.52 	" 7,712 "	" 3,780,980,531 "	 85.02 
2/7/2016	" 10,612 "	" 3,818,865,144 "	 2.62 	" 7,712 "	" 3,780,883,571 "	 96.15 
2/8/2016	" 10,596 "	" 3,813,172,429 "	 0.69 	" 7,702 "	" 3,756,494,605 "	 92.71 
2/9/2016	" 10,591 "	" 3,820,726,385 "	-0.13 	" 7,725 "	" 3,768,220,697 "	 99.97 
2/10/2016	" 10,579 "	" 3,816,921,142 "	-1.63 	" 7,741 "	" 3,783,544,789 "	 104.82 
2/11/2016	" 10,540 "	" 3,786,660,446 "	-5.53 	" 7,736 "	" 3,781,957,561 "	 137.45 
2/12/2016	" 10,551 "	" 3,790,499,795 "	-4.85 	" 7,767 "	" 3,787,415,046 "	 115.44 
2/13/2016	" 10,553 "	" 3,791,227,248 "	-5.75 	" 7,766 "	" 3,787,317,720 "	 76.97 
2/14/2016	" 10,554 "	" 3,793,474,954 "	-5.74 	" 7,766 "	" 3,787,220,806 "	 106.52 
2/15/2016	" 10,560 "	" 3,775,434,300 "	-5.31 	" 7,773 "	" 3,805,706,415 "	 108.49 
2/16/2016	" 10,558 "	" 3,775,145,692 "	-5.69 	" 7,732 "	" 3,825,195,093 "	 95.02 
2/17/2016	" 10,556 "	" 3,774,090,063 "	-4.36 	" 7,872 "	" 3,959,723,629 "	 189.97 
2/18/2016	" 10,570 "	" 3,784,979,770 "	-3.18 	" 7,877 "	" 4,005,242,651 "	 156.33 
2/19/2016	" 10,569 "	" 3,796,268,261 "	-1.88 	" 7,885 "	" 4,022,655,872 "	 139.97 
2/20/2016	" 10,571 "	" 3,796,845,463 "	-2.00 	" 7,885 "	" 4,047,546,413 "	 111.98 
2/21/2016	" 10,572 "	" 3,798,022,405 "	-2.74 	" 7,884 "	" 4,047,433,950 "	 76.06 
2/22/2016	" 10,587 "	" 3,787,459,235 "	-1.20 	" 7,872 "	" 4,039,991,548 "	 72.22 
2/23/2016	" 10,592 "	" 3,790,303,200 "	-0.85 	" 7,857 "	" 4,036,118,037 "	 68.05 
2/24/2016	" 10,588 "	" 3,762,007,823 "	-0.62 	" 7,833 "	" 4,025,861,788 "	 72.11 
2/25/2016	" 10,602 "	" 3,766,961,797 "	 1.23 	" 7,889 "	" 4,063,703,093 "	 83.05 
2/26/2016	" 10,600 "	" 3,773,520,579 "	 0.97 	" 7,928 "	" 4,371,513,028 "	 85.64 
2/27/2016	" 10,602 "	" 3,774,963,631 "	-0.11 	" 7,928 "	" 4,372,117,996 "	 70.88 
2/28/2016	" 10,604 "	" 3,776,528,412 "	-0.15 	" 7,928 "	" 4,371,923,865 "	 59.14 
2/29/2016	" 10,611 "	" 3,795,424,298 "	 0.55 	" 7,910 "	" 4,340,801,853 "	 54.26 
3/1/2016	" 10,629 "	" 3,810,495,408 "	 2.42 	" 7,950 "	" 4,386,608,603 "	 64.58 
3/2/2016	" 10,636 "	" 3,803,007,322 "	 3.91 	" 8,023 "	" 4,456,900,631 "	 80.29 
3/3/2016	" 10,642 "	" 3,808,267,504 "	 4.89 	" 8,128 "	" 4,563,576,267 "	 134.20 
3/4/2016	" 10,645 "	" 3,811,900,419 "	 4.85 	" 8,111 "	" 4,572,815,478 "	 107.83 
3/5/2016	" 10,647 "	" 3,818,961,826 "	 4.16 	" 8,111 "	" 4,579,715,336 "	 96.66 
3/6/2016	" 10,648 "	" 3,819,602,611 "	 4.61 	" 8,111 "	" 4,579,578,647 "	 86.14 
3/7/2016	" 10,680 "	" 3,820,812,280 "	 8.28 	" 8,155 "	" 4,617,760,191 "	 99.51 
3/8/2016	" 10,683 "	" 3,850,010,486 "	 8.49 	" 8,091 "	" 4,621,483,088 "	 79.41 
3/9/2016	" 10,693 "	" 3,875,071,237 "	 11.65 	" 8,108 "	" 4,622,497,168 "	 86.54 
3/10/2016	" 10,716 "	" 3,896,793,410 "	 15.35 	" 8,131 "	" 4,584,194,145 "	 86.57 
3/11/2016	" 10,723 "	" 3,925,031,734 "	 17.91 	" 8,137 "	" 4,570,781,616 "	 83.65 
3/12/2016	" 10,725 "	" 3,925,921,813 "	 23.51 	" 8,137 "	" 4,572,078,459 "	 84.25 
3/13/2016	" 10,726 "	" 3,927,185,540 "	 22.16 	" 8,136 "	" 4,572,825,206 "	 75.64 
3/14/2016	" 10,720 "	" 3,924,436,701 "	 21.12 	" 8,131 "	" 4,615,938,324 "	 73.72 
3/15/2016	" 10,718 "	" 3,918,886,956 "	 20.57 	" 8,058 "	" 4,395,908,657 "	 54.33 
3/16/2016	" 10,725 "	" 3,918,102,974 "	 20.82 	" 8,056 "	" 4,387,430,906 "	 52.14 
3/17/2016	" 10,733 "	" 3,931,613,229 "	 22.13 	" 8,094 "	" 4,433,869,126 "	 70.65 
3/18/2016	" 10,735 "	" 3,946,885,884 "	 22.73 	" 8,239 "	" 4,553,765,817 "	 73.67 
3/19/2016	" 10,737 "	" 3,947,394,107 "	 20.91 	" 8,239 "	" 4,553,888,719 "	 72.05 
3/20/2016	" 10,738 "	" 3,947,902,189 "	 21.25 	" 8,238 "	" 4,553,611,615 "	 69.79 
3/21/2016	" 10,740 "	" 3,953,410,260 "	 21.20 	" 8,238 "	" 4,553,354,536 "	 69.48 
3/22/2016	" 10,737 "	" 3,959,382,847 "	 20.64 	" 8,287 "	" 4,592,993,088 "	 81.96 
3/23/2016	" 10,735 "	" 3,974,891,912 "	 18.24 	" 8,308 "	" 4,603,415,635 "	 91.06 
3/24/2016	" 10,736 "	" 3,975,410,041 "	 17.82 	" 8,308 "	" 4,604,416,918 "	 94.65 
3/25/2016	" 10,738 "	" 3,975,928,068 "	 18.54 	" 8,307 "	" 4,604,268,123 "	 101.17 
3/26/2016	" 10,739 "	" 3,977,465,774 "	 16.77 	" 8,307 "	" 4,604,139,343 "	 85.30 
3/27/2016	" 10,741 "	" 3,978,118,247 "	 17.16 	" 8,307 "	" 4,604,075,577 "	 74.78 
3/28/2016	" 10,743 "	" 3,978,201,636 "	 17.19 	" 8,223 "	" 4,855,947,666 "	 54.55 
3/29/2016	" 10,743 "	" 3,977,068,331 "	 17.05 	" 8,193 "	" 4,872,073,418 "	 47.46 
3/30/2016	" 10,745 "	" 3,987,079,592 "	 16.29 	" 8,299 "	" 4,987,847,403 "	 78.49 
3/31/2016	" 10,748 "	" 3,992,370,466 "	 14.30 	" 8,392 "	" 5,021,675,898 "	 94.16 
4/1/2016	" 10,748 "	" 3,990,451,798 "	 13.46 	" 8,390 "	" 5,033,868,118 "	 73.26 
4/2/2016	" 10,750 "	" 3,991,256,973 "	 12.85 	" 8,390 "	" 5,048,417,720 "	 48.16 
4/3/2016	" 10,751 "	" 3,991,804,513 "	 12.64 	" 8,389 "	" 5,048,209,669 "	 51.62 
4/4/2016	" 10,749 "	" 4,000,674,277 "	 12.21 	" 8,415 "	" 5,082,097,897 "	 57.70 
4/5/2016	" 10,755 "	" 4,004,409,547 "	 12.67 	" 8,302 "	" 5,026,579,950 "	 32.19 
4/6/2016	" 10,748 "	" 4,024,969,275 "	 7.92 	" 8,343 "	" 5,081,069,783 "	 31.94 
4/7/2016	" 10,733 "	" 4,016,167,575 "	 5.72 	" 8,327 "	" 5,087,903,486 "	 41.34 
4/8/2016	" 10,739 "	" 4,018,773,184 "	 5.25 	" 8,348 "	" 5,101,106,091 "	 42.33 
4/9/2016	" 10,741 "	" 4,019,336,090 "	 2.79 	" 8,348 "	" 5,101,541,557 "	 37.30 
4/10/2016	" 10,742 "	" 4,021,898,874 "	 2.12 	" 8,347 "	" 5,101,976,992 "	 35.86 
4/11/2016	" 10,740 "	" 4,020,226,404 "	 1.68 	" 8,409 "	" 5,209,280,265 "	 49.40 
4/12/2016	" 10,751 "	" 4,024,207,461 "	 2.86 	" 8,539 "	" 5,697,451,543 "	 82.15 
4/13/2016	" 10,765 "	" 4,116,506,237 "	 5.12 	" 8,542 "	" 5,751,074,621 "	 83.97 
4/14/2016	" 10,772 "	" 4,119,683,288 "	 6.34 	" 8,530 "	" 5,682,549,832 "	 99.94 
4/15/2016	" 10,767 "	" 3,848,671,757 "	 4.79 	" 8,469 "	" 5,650,168,009 "	 80.73 
4/16/2016	" 10,769 "	" 3,849,796,155 "	 4.11 	" 8,469 "	" 5,649,939,465 "	 70.58 
4/17/2016	" 10,770 "	" 3,850,396,126 "	 4.02 	" 8,468 "	" 5,650,539,479 "	 39.31 
4/18/2016	" 10,778 "	" 3,840,959,590 "	 4.79 	" 8,449 "	" 5,642,779,295 "	 34.99 
4/19/2016	" 10,810 "	" 3,846,796,597 "	 8.23 	" 8,488 "	" 5,753,263,330 "	 43.26 
4/20/2016	" 10,808 "	" 3,841,980,563 "	 7.94 	" 8,552 "	" 5,764,700,069 "	 58.42 
4/21/2016	" 10,804 "	" 3,840,938,004 "	 7.67 	" 8,548 "	" 6,127,925,207 "	 46.99 
4/22/2016	" 10,807 "	" 3,847,292,282 "	 8.35 	" 8,544 "	" 6,130,792,443 "	 41.59 
4/23/2016	" 10,809 "	" 3,850,705,233 "	 8.37 	" 8,544 "	" 6,130,521,499 "	 41.14 
4/24/2016	" 10,810 "	" 3,852,232,729 "	 8.38 	" 8,543 "	" 6,130,250,592 "	 40.70 
4/25/2016	" 10,809 "	" 3,869,008,444 "	 8.15 	" 8,465 "	" 6,095,802,310 "	 23.67 
4/26/2016	" 10,810 "	" 3,873,847,053 "	 8.02 	" 8,502 "	" 6,165,728,224 "	 31.17 
4/27/2016	" 10,817 "	" 3,878,439,602 "	 8.65 	" 8,469 "	" 6,145,640,205 "	 37.87 
4/28/2016	" 10,825 "	" 3,904,474,600 "	 9.52 	" 8,476 "	" 6,161,694,032 "	 44.85 
4/29/2016	" 10,827 "	" 3,911,349,980 "	 9.54 	" 8,367 "	" 6,076,357,836 "	 5.35 
4/30/2016	" 10,828 "	" 3,911,977,033 "	 9.42 	" 8,367 "	" 6,076,042,131 "	-6.99 
5/1/2016	" 10,830 "	" 3,912,503,997 "	 9.53 	" 8,366 "	" 6,075,705,768 "	-6.84 
5/2/2016	" 10,810 "	" 3,912,857,575 "	 7.01 	" 8,385 "	" 6,094,771,775 "	-3.99 
5/3/2016	" 10,807 "	" 3,922,954,054 "	 6.46 	" 8,237 "	" 6,005,214,630 "	-24.01 
5/4/2016	" 10,815 "	" 3,937,117,936 "	 7.55 	" 8,190 "	" 5,972,064,654 "	-31.63 
5/5/2016	" 10,814 "	" 3,979,372,971 "	 6.87 	" 8,049 "	" 5,790,955,739 "	-36.80 
5/6/2016	" 10,834 "	" 3,997,857,469 "	 10.19 	" 8,047 "	" 5,791,464,485 "	-40.15 
5/7/2016	" 10,836 "	" 3,999,112,419 "	 12.29 	" 8,046 "	" 5,791,480,576 "	-38.77 
5/8/2016	" 10,837 "	" 4,000,761,817 "	 11.74 	" 8,046 "	" 5,792,098,856 "	-40.26 
5/9/2016	" 10,839 "	" 4,001,328,930 "	 11.75 	" 8,046 "	" 5,791,914,896 "	-40.09 
5/10/2016	" 10,851 "	" 4,045,778,063 "	 13.12 	" 8,253 "	" 5,388,821,613 "	-17.28 
5/11/2016	" 10,863 "	" 4,052,879,728 "	 15.01 	" 8,308 "	" 5,262,073,347 "	-17.49 
5/12/2016	" 10,861 "	" 4,099,007,421 "	 13.28 	" 8,373 "	" 5,202,010,895 "	-23.70 
5/13/2016	" 10,855 "	" 4,181,319,183 "	 10.62 	" 8,385 "	" 5,149,536,947 "	-22.96 
5/14/2016	" 10,856 "	" 4,182,293,127 "	 9.83 	" 8,384 "	" 5,149,829,820 "	-21.77 
5/15/2016	" 10,858 "	" 4,182,999,271 "	 10.79 	" 8,384 "	" 5,150,607,523 "	-15.00 
5/16/2016	" 10,856 "	" 4,129,345,127 "	 10.29 	" 8,400 "	" 5,175,544,963 "	-13.20 
5/17/2016	" 10,859 "	" 4,143,578,878 "	 10.43 	" 8,325 "	" 5,315,310,247 "	-21.26 
5/18/2016	" 10,859 "	" 4,160,057,286 "	 9.44 	" 8,221 "	" 5,218,091,202 "	-29.86 
5/19/2016	" 10,860 "	" 4,158,058,251 "	 5.89 	" 8,196 "	" 5,201,459,047 "	-35.78 
5/20/2016	" 10,862 "	" 4,252,444,398 "	 6.17 	" 8,206 "	" 5,110,890,296 "	-40.58 
5/21/2016	" 10,863 "	" 4,263,126,019 "	 6.90 	" 8,205 "	" 5,110,721,146 "	-40.29 
5/22/2016	" 10,865 "	" 4,263,731,832 "	 6.68 	" 8,205 "	" 5,110,514,018 "	-40.15 
5/23/2016	" 10,865 "	" 4,304,518,222 "	 6.57 	" 8,223 "	" 4,733,733,089 "	-38.77 
5/24/2016	" 10,866 "	" 4,306,783,131 "	 6.42 	" 8,202 "	" 4,718,449,910 "	-40.56 
5/25/2016	" 10,867 "	" 4,312,299,623 "	 6.64 	" 8,128 "	" 4,678,294,284 "	-39.27 
5/26/2016	" 10,865 "	" 4,316,354,014 "	 6.35 	" 8,089 "	" 4,664,709,745 "	-45.67 
5/27/2016	" 10,865 "	" 4,325,109,544 "	 5.43 	" 8,117 "	" 4,698,544,059 "	-40.87 
5/28/2016	" 10,866 "	" 4,325,787,287 "	 4.74 	" 8,117 "	" 4,698,396,139 "	-41.81 
5/29/2016	" 10,868 "	" 4,326,466,275 "	 4.70 	" 8,117 "	" 4,698,240,249 "	-30.97 
5/30/2016	" 10,870 "	" 4,327,143,832 "	 4.73 	" 8,116 "	" 4,698,845,253 "	-31.14 
5/31/2016	" 10,871 "	" 4,287,024,108 "	 4.71 	" 8,076 "	" 4,677,269,328 "	-34.92 
6/1/2016	" 10,873 "	" 4,290,915,940 "	 7.14 	" 8,120 "	" 4,716,439,923 "	-33.18 
6/2/2016	" 10,876 "	" 4,667,682,060 "	 7.78 	" 8,117 "	" 4,734,865,916 "	-14.93 
6/3/2016	" 10,877 "	" 4,668,936,111 "	 7.06 	" 8,130 "	" 4,743,800,804 "	-6.34 
6/4/2016	" 10,879 "	" 4,670,665,932 "	 7.29 	" 8,129 "	" 4,744,661,313 "	 19.98 
6/5/2016	" 10,880 "	" 4,671,395,540 "	 5.21 	" 8,129 "	" 4,744,522,686 "	 20.61 
6/6/2016	" 10,882 "	" 4,680,306,963 "	 5.23 	" 8,129 "	" 4,804,484,091 "	 20.80 
6/7/2016	" 10,878 "	" 4,717,569,297 "	 4.48 	" 8,151 "	" 4,772,955,383 "	 25.05 
6/8/2016	" 10,879 "	" 4,726,222,754 "	 4.41 	" 8,225 "	" 4,809,314,551 "	 39.32 
6/9/2016	" 10,875 "	" 4,769,055,771 "	 2.61 	" 8,211 "	" 4,803,766,494 "	-5.76 
6/10/2016	" 10,868 "	" 4,772,397,717 "	 0.50 	" 8,163 "	" 4,779,980,369 "	-19.52 
6/11/2016	" 10,870 "	" 4,773,230,194 "	 0.89 	" 8,163 "	" 4,779,906,660 "	-27.27 
6/12/2016	" 10,872 "	" 4,774,002,782 "	 1.83 	" 8,162 "	" 4,779,832,992 "	-28.59 
6/13/2016	" 10,868 "	" 4,744,210,235 "	 1.13 	" 8,152 "	" 4,805,567,934 "	-29.68 
6/14/2016	" 10,878 "	" 4,764,718,649 "	 2.20 	" 8,085 "	" 4,784,803,681 "	-36.31 
6/15/2016	" 10,880 "	" 4,538,535,352 "	 2.62 	" 8,085 "	" 4,720,973,509 "	-37.95 
6/16/2016	" 10,883 "	" 4,517,380,240 "	 2.63 	" 8,111 "	" 4,739,400,572 "	-27.79 
6/17/2016	" 10,882 "	" 4,513,906,508 "	 2.55 	" 8,111 "	" 4,692,623,579 "	-14.77 
6/18/2016	" 10,884 "	" 4,515,894,112 "	 2.62 	" 8,111 "	" 4,692,532,686 "	-11.31 
6/19/2016	" 10,886 "	" 4,516,631,758 "	 2.68 	" 8,111 "	" 4,693,191,835 "	-12.79 
6/20/2016	" 10,889 "	" 4,383,122,782 "	 2.88 	" 8,142 "	" 4,556,232,474 "	-8.75 
6/21/2016	" 10,888 "	" 4,378,874,522 "	 2.54 	" 8,172 "	" 4,579,299,035 "	-4.69 
6/22/2016	" 10,889 "	" 4,340,484,066 "	 2.67 	" 8,188 "	" 4,508,073,682 "	-5.24 
6/23/2016	" 10,890 "	" 4,337,675,471 "	 2.67 	" 8,197 "	" 4,485,682,043 "	-1.03 
6/24/2016	" 10,893 "	" 4,336,935,824 "	 2.82 	" 8,163 "	" 4,459,042,920 "	 5.33 
6/25/2016	" 10,894 "	" 4,338,951,700 "	 3.23 	" 8,163 "	" 4,459,382,305 "	 11.57 
6/26/2016	" 10,896 "	" 4,339,657,133 "	 3.48 	" 8,163 "	" 4,459,291,024 "	 6.98 
6/27/2016	" 10,912 "	" 4,365,466,375 "	 5.12 	" 8,115 "	" 4,432,151,261 "	 0.04 
6/28/2016	" 10,917 "	" 4,685,452,740 "	 5.39 	" 8,116 "	" 4,587,239,842 "	 0.23 
6/29/2016	" 10,918 "	" 4,702,181,888 "	 5.37 	" 8,153 "	" 4,557,464,044 "	 5.80 
6/30/2016	" 10,925 "	" 4,801,507,895 "	 6.09 	" 8,170 "	" 4,549,224,119 "	 15.38 
7/1/2016	" 10,937 "	" 4,811,920,238 "	 7.24 	" 8,165 "	" 4,474,084,473 "	 7.03 
7/2/2016	" 10,938 "	" 4,814,737,691 "	 7.14 	" 8,164 "	" 4,474,000,571 "	 7.60 
