	27432 - DIVERSIFICADO			27431 - ACCIONES COLOMBIA		
FECHA	val. Unidad	val. Fondo	rt.30	val. Unidad	val. Fondo	rt.30
12/14/2012	" 10,571 "	" 6,068,036,939 "	 12.71 	" 10,387 "	" 2,832,608,581 "	 60.86 
12/15/2012	" 10,572 "	" 6,098,629,540 "	 13.13 	" 10,386 "	" 2,832,668,523 "	 51.45 
12/16/2012	" 10,573 "	" 6,099,106,950 "	 12.55 	" 10,386 "	" 2,832,487,359 "	 56.74 
12/17/2012	" 10,565 "	" 6,091,857,220 "	 11.37 	" 10,358 "	" 2,827,113,585 "	 51.49 
12/18/2012	" 10,582 "	" 6,140,782,629 "	 13.55 	" 10,364 "	" 2,840,864,241 "	 52.42 
12/19/2012	" 10,582 "	" 6,143,733,079 "	 12.37 	" 10,424 "	" 2,858,124,565 "	 57.50 
12/20/2012	" 10,592 "	" 6,167,446,894 "	 13.17 	" 10,421 "	" 2,856,783,929 "	 58.22 
12/21/2012	" 10,629 "	" 6,203,434,052 "	 17.80 	" 10,417 "	" 2,860,453,221 "	 57.11 
12/22/2012	" 10,630 "	" 6,205,149,962 "	 18.58 	" 10,416 "	" 2,860,279,344 "	 59.25 
12/23/2012	" 10,631 "	" 6,205,744,689 "	 16.55 	" 10,415 "	" 2,866,026,051 "	 62.01 
12/24/2012	" 10,662 "	" 6,278,127,042 "	 20.79 	" 10,447 "	" 2,878,935,711 "	 68.17 
12/25/2012	" 10,663 "	" 6,279,726,800 "	 20.70 	" 10,446 "	" 2,883,802,164 "	 67.96 
12/26/2012	" 10,657 "	" 6,370,162,562 "	 16.15 	" 10,445 "	" 2,884,902,033 "	 75.05 
12/27/2012	" 10,662 "	" 6,410,552,617 "	 16.09 	" 10,516 "	" 2,934,776,519 "	 84.38 
12/28/2012	" 10,674 "	" 6,440,353,034 "	 17.56 	" 10,547 "	" 2,947,971,784 "	 88.57 
12/29/2012	" 10,674 "	" 6,443,438,702 "	 17.01 	" 10,547 "	" 2,950,337,291 "	 83.71 
12/30/2012	" 10,675 "	" 6,444,456,672 "	 16.54 	" 10,546 "	" 2,950,177,618 "	 75.85 
12/31/2012	" 10,676 "	" 6,450,537,506 "	 16.44 	" 10,546 "	" 2,950,344,716 "	 75.66 
1/1/2013	" 10,677 "	" 6,452,579,786 "	 16.38 	" 10,545 "	" 2,950,182,431 "	 75.47 
1/2/2013	" 10,675 "	" 6,458,470,004 "	 16.25 	" 10,493 "	" 2,940,905,260 "	 53.56 
1/3/2013	" 10,683 "	" 6,472,743,203 "	 17.32 	" 10,572 "	" 2,975,233,094 "	 59.75 
1/4/2013	" 10,681 "	" 6,480,671,905 "	 16.21 	" 10,588 "	" 2,986,568,042 "	 47.55 
1/5/2013	" 10,681 "	" 6,497,847,423 "	 13.17 	" 10,587 "	" 2,987,598,280 "	 45.57 
1/6/2013	" 10,682 "	" 6,499,270,862 "	 12.93 	" 10,586 "	" 2,987,818,458 "	 39.19 
1/7/2013	" 10,683 "	" 6,499,806,217 "	 12.95 	" 10,585 "	" 2,987,568,596 "	 39.11 
1/8/2013	" 10,710 "	" 6,619,124,436 "	 16.52 	" 10,463 "	" 2,957,410,699 "	 20.40 
1/9/2013	" 10,720 "	" 6,748,426,224 "	 17.41 	" 10,566 "	" 2,987,320,725 "	 32.24 
1/10/2013	" 10,747 "	" 7,053,155,026 "	 24.09 	" 10,492 "	" 2,985,780,340 "	 14.65 
1/11/2013	" 10,748 "	" 7,093,582,087 "	 26.02 	" 10,521 "	" 2,999,849,428 "	 14.31 
1/12/2013	" 10,749 "	" 7,095,059,552 "	 24.97 	" 10,520 "	" 2,999,895,460 "	 17.17 
1/13/2013	" 10,750 "	" 7,115,536,960 "	 22.52 	" 10,520 "	" 2,999,716,497 "	 16.47 
1/14/2013	" 10,764 "	" 7,273,585,060 "	 24.52 	" 10,527 "	" 3,004,640,746 "	 17.51 
1/15/2013	" 10,768 "	" 7,321,232,997 "	 24.89 	" 10,518 "	" 3,035,355,170 "	 16.33 
1/16/2013	" 10,775 "	" 7,360,955,908 "	 26.82 	" 10,563 "	" 3,047,791,991 "	 26.60 
1/17/2013	" 10,804 "	" 7,381,503,548 "	 29.01 	" 10,520 "	" 3,059,274,476 "	 19.58 
1/18/2013	" 10,802 "	" 7,393,124,118 "	 28.43 	" 10,560 "	" 3,073,238,662 "	 17.01 
1/19/2013	" 10,803 "	" 7,413,736,698 "	 27.06 	" 10,560 "	" 3,073,351,865 "	 17.36 
1/20/2013	" 10,804 "	" 7,416,040,153 "	 22.03 	" 10,559 "	" 3,073,175,058 "	 17.82 
1/21/2013	" 10,820 "	" 7,421,040,662 "	 24.24 	" 10,561 "	" 3,060,869,214 "	 18.11 
1/22/2013	" 10,819 "	" 7,427,932,187 "	 23.87 	" 10,606 "	" 3,111,535,007 "	 24.55 
1/23/2013	" 10,841 "	" 7,532,671,726 "	 22.95 	" 10,620 "	" 3,131,208,320 "	 22.17 
1/24/2013	" 10,838 "	" 7,560,056,515 "	 22.29 	" 10,670 "	" 3,149,879,737 "	 29.75 
1/25/2013	" 10,826 "	" 7,570,532,411 "	 21.10 	" 10,689 "	" 3,160,388,846 "	 32.75 
1/26/2013	" 10,826 "	" 7,596,008,042 "	 20.38 	" 10,689 "	" 3,179,197,327 "	 22.45 
1/27/2013	" 10,827 "	" 7,686,536,192 "	 18.91 	" 10,688 "	" 3,179,217,054 "	 18.03 
1/28/2013	" 10,828 "	" 7,765,548,245 "	 18.83 	" 10,653 "	" 3,167,783,500 "	 13.34 
1/29/2013	" 10,831 "	" 7,785,001,238 "	 19.04 	" 10,684 "	" 3,174,491,246 "	 17.61 
1/30/2013	" 10,827 "	" 7,875,768,548 "	 18.23 	" 10,692 "	" 3,172,393,056 "	 18.65 
1/31/2013	" 10,839 "	" 10,419,790,576 "	 19.77 	" 10,704 "	" 3,215,217,306 "	 20.39 
2/1/2013	" 10,845 "	" 10,822,186,749 "	 20.71 	" 10,756 "	" 3,243,891,583 "	 35.67 
2/2/2013	" 10,845 "	" 10,908,857,793 "	 19.45 	" 10,756 "	" 3,245,789,543 "	 24.01 
2/3/2013	" 10,846 "	" 10,909,971,328 "	 19.43 	" 10,755 "	" 3,248,072,349 "	 21.72 
2/4/2013	" 10,845 "	" 10,916,394,596 "	 18.85 	" 10,758 "	" 3,270,845,775 "	 22.23 
2/5/2013	" 10,848 "	" 11,048,316,651 "	 18.90 	" 10,828 "	" 3,327,774,770 "	 32.72 
2/6/2013	" 10,887 "	" 11,159,740,625 "	 25.67 	" 10,799 "	" 3,352,699,087 "	 28.24 
2/7/2013	" 10,901 "	" 11,171,723,944 "	 24.74 	" 10,730 "	" 3,332,089,283 "	 35.31 
2/8/2013	" 10,906 "	" 11,257,995,648 "	 24.02 	" 10,726 "	" 3,331,818,251 "	 19.83 
2/9/2013	" 10,906 "	" 11,313,001,760 "	 20.75 	" 10,725 "	" 3,332,769,291 "	 29.95 
2/10/2013	" 10,907 "	" 11,315,485,439 "	 20.32 	" 10,724 "	" 3,333,570,254 "	 25.63 
2/11/2013	" 10,895 "	" 11,290,507,352 "	 17.84 	" 10,674 "	" 3,305,175,868 "	 18.28 
2/12/2013	" 10,900 "	" 11,311,218,455 "	 18.20 	" 10,685 "	" 3,309,473,357 "	 19.85 
2/13/2013	" 10,908 "	" 11,326,951,649 "	 17.82 	" 10,758 "	" 3,324,233,499 "	 29.63 
2/14/2013	" 10,914 "	" 11,336,749,660 "	 17.97 	" 10,744 "	" 3,344,075,579 "	 28.72 
2/15/2013	" 10,927 "	" 11,387,523,325 "	 19.14 	" 10,654 "	" 3,314,558,576 "	 9.97 
2/16/2013	" 10,928 "	" 11,389,377,481 "	 15.90 	" 10,653 "	" 3,314,744,279 "	 15.13 
2/17/2013	" 10,928 "	" 11,450,039,285 "	 15.99 	" 10,652 "	" 3,314,542,081 "	 9.99 
2/18/2013	" 10,930 "	" 11,393,338,545 "	 15.85 	" 10,663 "	" 3,326,944,936 "	 11.41 
2/19/2013	" 10,929 "	" 11,412,610,479 "	 15.54 	" 10,639 "	" 3,341,950,996 "	 8.43 
2/20/2013	" 10,932 "	" 11,592,495,844 "	 14.18 	" 10,608 "	" 3,337,705,238 "	 4.28 
2/21/2013	" 10,945 "	" 11,599,486,840 "	 15.88 	" 10,611 "	" 3,332,943,080 "	-0.43 
2/22/2013	" 10,956 "	" 11,694,792,242 "	 15.26 	" 10,659 "	" 3,355,915,399 "	 3.84 
2/23/2013	" 10,957 "	" 11,705,576,844 "	 15.41 	" 10,659 "	" 3,362,713,292 "	-1.84 
2/24/2013	" 10,958 "	" 11,727,508,196 "	 16.43 	" 10,658 "	" 3,363,760,636 "	-3.95 
2/25/2013	" 10,942 "	" 11,768,758,717 "	 14.04 	" 10,654 "	" 3,347,419,385 "	-4.28 
2/26/2013	" 10,934 "	" 11,783,714,208 "	 12.63 	" 10,623 "	" 3,329,571,211 "	-7.65 
2/27/2013	" 10,929 "	" 11,788,931,493 "	 11.77 	" 10,645 "	" 3,330,223,984 "	-1.63 
2/28/2013	" 10,940 "	" 11,978,333,303 "	 12.71 	" 10,626 "	" 3,344,934,511 "	-6.97 
3/1/2013	" 10,951 "	" 12,169,908,620 "	 14.46 	" 10,621 "	" 3,295,505,368 "	-8.17 
3/2/2013	" 10,952 "	" 12,228,749,044 "	 13.28 	" 10,621 "	" 3,298,215,319 "	-9.43 
3/3/2013	" 10,952 "	" 12,229,745,979 "	 12.62 	" 10,620 "	" 3,298,023,650 "	-14.56 
3/4/2013	" 10,952 "	" 12,273,962,452 "	 12.47 	" 10,558 "	" 3,278,779,857 "	-20.33 
3/5/2013	" 10,962 "	" 12,295,642,219 "	 13.64 	" 10,512 "	" 3,263,721,053 "	-24.43 
3/6/2013	" 10,973 "	" 12,053,866,392 "	 15.14 	" 10,477 "	" 3,247,274,268 "	-27.66 
3/7/2013	" 11,005 "	" 12,031,748,676 "	 19.04 	" 10,424 "	" 3,234,415,439 "	-36.95 
3/8/2013	" 10,987 "	" 12,132,622,959 "	 11.85 	" 10,397 "	" 3,222,519,069 "	-36.88 
3/9/2013	" 10,987 "	" 12,161,805,359 "	 10.18 	" 10,396 "	" 3,222,562,852 "	-31.87 
3/10/2013	" 10,988 "	" 12,163,739,894 "	 9.69 	" 10,396 "	" 3,222,366,631 "	-31.57 
3/11/2013	" 10,982 "	" 12,235,954,281 "	 8.78 	" 10,394 "	" 3,227,884,442 "	-31.62 
3/12/2013	" 10,978 "	" 12,243,446,769 "	 8.15 	" 10,421 "	" 3,231,722,287 "	-29.40 
3/13/2013	" 10,987 "	" 12,826,413,666 "	 10.74 	" 10,379 "	" 3,150,885,312 "	-28.81 
3/14/2013	" 10,980 "	" 12,945,169,772 "	 9.24 	" 10,368 "	" 3,132,149,211 "	-30.61 
3/15/2013	" 10,980 "	" 13,098,762,778 "	 8.22 	" 10,454 "	" 3,154,427,230 "	-29.64 
3/16/2013	" 10,981 "	" 13,103,677,513 "	 7.65 	" 10,453 "	" 3,154,364,004 "	-28.60 
3/17/2013	" 10,982 "	" 13,105,000,049 "	 6.24 	" 10,452 "	" 3,154,180,233 "	-20.91 
3/18/2013	" 10,985 "	" 13,226,995,909 "	 6.56 	" 10,340 "	" 3,111,601,947 "	-30.32 
3/19/2013	" 10,955 "	" 13,470,178,214 "	 2.69 	" 10,229 "	" 3,082,684,765 "	-38.63 
3/20/2013	" 10,943 "	" 13,506,782,969 "	 1.01 	" 10,221 "	" 3,035,896,493 "	-39.99 
3/21/2013	" 10,919 "	" 13,438,166,790 "	-1.87 	" 10,204 "	" 3,027,417,570 "	-39.58 
3/22/2013	" 10,903 "	" 13,260,679,025 "	-4.10 	" 10,264 "	" 3,049,038,318 "	-32.95 
3/23/2013	" 10,903 "	" 13,276,437,912 "	-5.27 	" 10,264 "	" 3,051,769,514 "	-33.23 
3/24/2013	" 10,904 "	" 13,277,160,997 "	-6.29 	" 10,263 "	" 3,051,560,488 "	-37.03 
3/25/2013	" 10,905 "	" 13,278,928,837 "	-6.26 	" 10,262 "	" 3,051,351,480 "	-37.09 
3/26/2013	" 10,989 "	" 13,192,666,232 "	 3.53 	" 10,343 "	" 3,072,545,880 "	-31.02 
3/27/2013	" 10,975 "	" 13,347,353,982 "	 3.43 	" 10,351 "	" 3,082,539,204 "	-30.10 
3/28/2013	" 10,975 "	" 13,347,989,081 "	 4.38 	" 10,350 "	" 3,083,325,477 "	-27.58 
3/29/2013	" 10,976 "	" 13,348,657,678 "	 4.93 	" 10,350 "	" 3,083,111,687 "	-29.50 
3/30/2013	" 10,976 "	" 13,353,943,785 "	 3.88 	" 10,349 "	" 3,083,122,943 "	-28.01 
3/31/2013	" 10,977 "	" 13,355,535,165 "	 2.69 	" 10,348 "	" 3,082,909,169 "	-27.73 
4/1/2013	" 10,951 "	" 13,391,222,940 "	-0.46 	" 10,313 "	" 3,082,499,792 "	-30.63 
4/2/2013	" 10,957 "	" 13,425,275,514 "	 0.22 	" 10,297 "	" 3,089,237,078 "	-31.83 
4/3/2013	" 10,952 "	" 13,502,913,555 "	-0.33 	" 10,163 "	" 3,051,044,934 "	-37.46 
4/4/2013	" 10,941 "	" 13,496,240,033 "	-2.54 	" 10,218 "	" 3,017,699,941 "	-29.47 
4/5/2013	" 10,961 "	" 13,522,226,701 "	-1.46 	" 10,190 "	" 3,001,208,646 "	-28.87 
4/6/2013	" 10,961 "	" 13,524,079,874 "	-4.56 	" 10,189 "	" 3,001,369,085 "	-24.34 
4/7/2013	" 10,962 "	" 13,524,694,500 "	-2.74 	" 10,189 "	" 3,001,159,511 "	-21.94 
4/8/2013	" 10,970 "	" 13,622,216,541 "	-1.90 	" 10,133 "	" 2,987,912,071 "	-26.83 
4/9/2013	" 10,962 "	" 13,690,405,877 "	-2.82 	" 10,212 "	" 2,842,607,309 "	-19.69 
4/10/2013	" 10,962 "	" 13,697,152,398 "	-2.19 	" 10,226 "	" 2,845,652,559 "	-18.35 
4/11/2013	" 10,968 "	" 13,439,740,842 "	-1.13 	" 10,275 "	" 2,852,838,883 "	-16.66 
4/12/2013	" 10,963 "	" 13,436,993,863 "	-2.57 	" 10,177 "	" 2,826,392,636 "	-21.41 
4/13/2013	" 10,964 "	" 13,439,619,876 "	-1.77 	" 10,176 "	" 2,826,186,442 "	-20.44 
4/14/2013	" 10,964 "	" 13,442,347,294 "	-1.76 	" 10,175 "	" 2,825,980,265 "	-28.33 
4/15/2013	" 10,960 "	" 13,535,470,742 "	-2.31 	" 9,859 "	" 2,739,910,466 "	-50.11 
4/16/2013	" 10,961 "	" 13,854,108,947 "	-2.27 	" 10,025 "	" 2,787,849,075 "	-39.61 
4/17/2013	" 10,961 "	" 13,854,652,340 "	-2.66 	" 9,980 "	" 2,774,275,585 "	-34.51 
4/18/2013	" 10,964 "	" 15,326,417,132 "	 0.95 	" 9,994 "	" 2,770,707,832 "	-23.86 
4/19/2013	" 10,964 "	" 15,354,553,512 "	 2.29 	" 10,020 "	" 2,779,389,337 "	-20.77 
4/20/2013	" 10,964 "	" 15,356,289,703 "	 5.04 	" 10,019 "	" 2,779,189,992 "	-19.23 
4/21/2013	" 10,964 "	" 15,356,797,061 "	 6.99 	" 10,018 "	" 2,778,990,664 "	-25.04 
4/22/2013	" 10,973 "	" 15,393,404,825 "	 8.08 	" 10,043 "	" 2,656,859,118 "	-22.82 
4/23/2013	" 10,971 "	" 15,370,644,534 "	 7.68 	" 10,039 "	" 2,658,226,916 "	-23.14 
4/24/2013	" 10,975 "	" 15,352,786,099 "	 8.09 	" 10,051 "	" 2,598,361,919 "	-22.15 
4/25/2013	" 10,974 "	" 14,316,066,486 "	-1.35 	" 10,060 "	" 2,580,032,726 "	-28.89 
4/26/2013	" 10,972 "	" 14,335,734,660 "	-0.07 	" 9,988 "	" 2,539,243,661 "	-35.08 
4/27/2013	" 10,973 "	" 14,350,577,205 "	-0.06 	" 9,987 "	" 2,539,059,647 "	-35.22 
4/28/2013	" 10,974 "	" 14,351,441,650 "	-0.06 	" 9,986 "	" 2,539,175,646 "	-35.36 
4/29/2013	" 10,959 "	" 14,335,406,158 "	-1.69 	" 9,973 "	" 2,538,906,336 "	-36.39 
4/30/2013	" 10,964 "	" 14,404,100,082 "	-1.24 	" 9,976 "	" 2,543,372,655 "	-36.30 
5/1/2013	" 10,964 "	" 14,405,073,722 "	 1.58 	" 9,975 "	" 2,553,196,379 "	-33.57 
5/2/2013	" 10,959 "	" 14,593,559,611 "	 0.29 	" 9,970 "	" 2,526,564,976 "	-32.75 
5/3/2013	" 10,955 "	" 14,678,081,560 "	 0.29 	" 10,005 "	" 2,545,471,843 "	-16.82 
5/4/2013	" 10,955 "	" 14,681,425,875 "	 1.48 	" 10,005 "	" 2,545,475,981 "	-22.79 
5/5/2013	" 10,956 "	" 14,682,113,495 "	-0.54 	" 10,004 "	" 2,585,300,119 "	-20.08 
5/6/2013	" 10,917 "	" 14,656,922,217 "	-4.87 	" 9,928 "	" 2,574,288,298 "	-26.86 
5/7/2013	" 10,898 "	" 14,621,239,658 "	-6.92 	" 9,933 "	" 2,572,920,180 "	-26.50 
5/8/2013	" 10,912 "	" 13,816,137,094 "	-6.21 	" 9,881 "	" 2,557,158,177 "	-25.73 
5/9/2013	" 10,923 "	" 13,729,555,277 "	-4.30 	" 9,870 "	" 2,553,036,940 "	-34.10 
5/10/2013	" 10,913 "	" 13,721,670,148 "	-5.37 	" 9,760 "	" 2,523,485,534 "	-43.39 
5/11/2013	" 10,913 "	" 13,728,824,532 "	-5.89 	" 9,759 "	" 2,527,012,484 "	-46.83 
5/12/2013	" 10,914 "	" 13,729,489,044 "	-5.38 	" 9,759 "	" 2,526,839,148 "	-40.01 
5/13/2013	" 10,915 "	" 13,730,753,246 "	-5.33 	" 9,758 "	" 2,526,665,826 "	-40.08 
5/14/2013	" 10,912 "	" 13,146,519,229 "	-5.66 	" 9,803 "	" 2,547,363,279 "	-36.68 
5/15/2013	" 10,911 "	" 13,130,280,632 "	-5.25 	" 9,875 "	" 2,558,460,039 "	 3.67 
5/16/2013	" 10,899 "	" 13,033,578,272 "	-6.61 	" 9,921 "	" 2,651,758,057 "	-11.56 
5/17/2013	" 10,891 "	" 12,748,684,321 "	-7.34 	" 9,949 "	" 2,659,155,456 "	-2.84 
5/18/2013	" 10,891 "	" 12,750,843,882 "	-7.64 	" 9,949 "	" 2,659,072,191 "	-4.68 
5/19/2013	" 10,892 "	" 12,752,142,526 "	-7.54 	" 9,948 "	" 2,661,888,932 "	-7.91 
5/20/2013	" 10,909 "	" 12,606,561,785 "	-6.04 	" 9,909 "	" 2,653,215,034 "	-12.27 
5/21/2013	" 10,889 "	" 12,338,415,781 "	-7.96 	" 9,957 "	" 2,668,782,148 "	-6.73 
5/22/2013	" 10,876 "	" 12,242,120,359 "	-10.17 	" 9,971 "	" 2,927,102,207 "	-8.06 
5/23/2013	" 10,833 "	" 12,155,845,121 "	-13.76 	" 9,965 "	" 2,890,424,295 "	-8.33 
5/24/2013	" 10,834 "	" 10,754,506,595 "	-14.25 	" 10,024 "	" 2,907,901,112 "	-2.16 
5/25/2013	" 10,834 "	" 10,757,910,520 "	-14.25 	" 10,023 "	" 2,907,724,086 "	-3.27 
5/26/2013	" 10,835 "	" 10,758,911,176 "	-14.13 	" 10,023 "	" 2,907,544,576 "	 5.27 
5/27/2013	" 10,831 "	" 9,002,394,535 "	-14.57 	" 10,023 "	" 2,920,983,576 "	 5.42 
5/28/2013	" 10,780 "	" 8,886,179,540 "	-18.11 	" 10,053 "	" 2,953,539,788 "	 9.76 
5/29/2013	" 10,721 "	" 8,813,469,646 "	-20.69 	" 10,010 "	" 2,918,336,032 "	 5.16 
5/30/2013	" 10,645 "	" 8,693,007,556 "	-25.97 	" 10,003 "	" 2,981,371,117 "	 3.85 
5/31/2013	" 10,639 "	" 8,333,962,777 "	-26.70 	" 9,811 "	" 2,930,425,246 "	-19.96 
6/1/2013	" 10,640 "	" 8,334,752,107 "	-26.51 	" 9,810 "	" 2,930,225,524 "	-19.51 
6/2/2013	" 10,640 "	" 8,335,582,375 "	-26.39 	" 9,809 "	" 2,930,225,816 "	-22.63 
6/3/2013	" 10,641 "	" 8,336,379,376 "	-26.78 	" 9,809 "	" 2,931,026,108 "	-22.53 
6/4/2013	" 10,621 "	" 7,736,886,815 "	-28.40 	" 9,911 "	" 2,964,664,973 "	-11.00 
6/5/2013	" 10,496 "	" 7,570,101,792 "	-31.89 	" 9,880 "	" 2,951,360,861 "	-6.85 
6/6/2013	" 10,422 "	" 7,036,176,815 "	-34.58 	" 9,867 "	" 2,940,128,658 "	-8.84 
6/7/2013	" 10,454 "	" 6,988,281,094 "	-34.89 	" 9,854 "	" 2,954,907,717 "	-4.89 
6/8/2013	" 10,455 "	" 6,989,063,460 "	-36.44 	" 9,854 "	" 2,955,097,520 "	-3.72 
6/9/2013	" 10,456 "	" 6,990,560,064 "	-35.99 	" 9,853 "	" 2,954,956,159 "	 8.99 
6/10/2013	" 10,457 "	" 6,991,232,223 "	-36.57 	" 9,852 "	" 2,954,753,958 "	 8.93 
6/11/2013	" 10,361 "	" 6,871,579,313 "	-41.98 	" 9,759 "	" 2,923,842,460 "	-3.58 
6/12/2013	" 10,337 "	" 6,797,018,815 "	-43.90 	" 9,641 "	" 2,889,414,974 "	-17.27 
6/13/2013	" 10,385 "	" 6,773,011,738 "	-42.07 	" 9,623 "	" 2,875,192,738 "	-23.15 
6/14/2013	" 10,433 "	" 6,714,163,932 "	-40.30 	" 9,653 "	" 2,881,187,056 "	-26.12 
6/15/2013	" 10,433 "	" 6,716,037,857 "	-39.75 	" 9,652 "	" 2,881,972,040 "	-29.75 
6/16/2013	" 10,434 "	" 6,716,535,584 "	-39.61 	" 9,651 "	" 2,881,734,740 "	-31.92 
6/17/2013	" 10,424 "	" 6,616,759,245 "	-40.86 	" 9,659 "	" 2,880,149,727 "	-31.09 
6/18/2013	" 10,389 "	" 6,520,707,332 "	-43.46 	" 9,778 "	" 2,935,705,393 "	-19.68 
6/19/2013	" 10,386 "	" 6,059,259,477 "	-45.84 	" 9,716 "	" 2,985,937,350 "	-22.35 
6/20/2013	" 10,242 "	" 5,948,184,202 "	-51.45 	" 9,557 "	" 3,026,262,065 "	-40.15 
6/21/2013	" 10,215 "	" 5,896,628,037 "	-52.46 	" 9,449 "	" 3,068,499,990 "	-49.05 
6/22/2013	" 10,217 "	" 5,923,740,450 "	-49.69 	" 9,448 "	" 3,068,820,262 "	-48.62 
6/23/2013	" 10,217 "	" 5,924,213,974 "	-50.53 	" 9,447 "	" 3,068,630,907 "	-51.95 
6/24/2013	" 10,138 "	" 5,868,702,483 "	-54.88 	" 9,342 "	" 3,030,221,967 "	-58.39 
6/25/2013	" 10,163 "	" 5,848,167,670 "	-54.54 	" 9,269 "	" 3,014,758,887 "	-62.28 
6/26/2013	" 10,183 "	" 5,692,530,320 "	-54.06 	" 9,326 "	" 3,465,979,104 "	-59.03 
6/27/2013	" 10,207 "	" 5,666,358,636 "	-50.04 	" 9,355 "	" 3,481,066,262 "	-58.25 
6/28/2013	" 10,206 "	" 5,661,237,732 "	-46.24 	" 9,562 "	" 3,840,213,568 "	-39.08 
6/29/2013	" 10,206 "	" 5,661,620,993 "	-40.53 	" 9,561 "	" 3,840,009,016 "	-38.29 
6/30/2013	" 10,207 "	" 5,661,975,937 "	-40.39 	" 9,561 "	" 3,839,804,542 "	-22.52 
7/1/2013	" 10,208 "	" 5,662,411,984 "	-40.78 	" 9,560 "	" 3,839,604,085 "	-22.32 
7/2/2013	" 10,196 "	" 5,664,558,983 "	-41.94 	" 9,538 "	" 3,820,553,468 "	-24.74 
7/3/2013	" 10,191 "	" 5,641,179,294 "	-42.67 	" 9,504 "	" 3,789,588,726 "	-28.37 
7/4/2013	" 10,191 "	" 5,563,356,696 "	-41.42 	" 9,525 "	" 3,797,185,128 "	-33.80 
7/5/2013	" 10,177 "	" 5,514,633,134 "	-31.87 	" 9,445 "	" 3,766,013,489 "	-39.15 
7/6/2013	" 10,177 "	" 5,517,151,547 "	-24.65 	" 9,444 "	" 3,765,839,167 "	-38.05 
7/7/2013	" 10,178 "	" 5,517,844,764 "	-27.88 	" 9,444 "	" 3,765,614,840 "	-36.96 
7/8/2013	" 10,188 "	" 5,507,194,402 "	-27.31 	" 9,387 "	" 3,743,371,462 "	-41.83 
7/9/2013	" 10,201 "	" 5,298,004,404 "	-26.58 	" 9,341 "	" 3,720,219,812 "	-45.40 
7/10/2013	" 10,208 "	" 5,289,417,579 "	-26.27 	" 9,226 "	" 3,643,258,108 "	-53.67 
7/11/2013	" 10,240 "	" 5,286,036,661 "	-13.53 	" 9,404 "	" 3,714,843,584 "	-33.20 
7/12/2013	" 10,258 "	" 4,857,051,682 "	-9.04 	" 9,513 "	" 3,757,239,157 "	-11.33 
7/13/2013	" 10,258 "	" 4,857,343,072 "	-14.76 	" 9,512 "	" 3,757,199,471 "	-9.57 
7/14/2013	" 10,259 "	" 4,857,654,446 "	-20.21 	" 9,512 "	" 3,756,959,821 "	-12.34 
7/15/2013	" 10,251 "	" 4,802,472,606 "	-21.08 	" 9,672 "	" 3,822,903,274 "	 9.44 
7/16/2013	" 10,254 "	" 4,787,679,471 "	-21.10 	" 9,715 "	" 3,830,034,246 "	 15.89 
7/17/2013	" 10,260 "	" 4,830,868,332 "	-19.71 	" 9,850 "	" 3,884,732,307 "	 37.14 
7/18/2013	" 10,247 "	" 4,820,121,158 "	-17.14 	" 9,919 "	" 3,911,482,368 "	 32.74 
7/19/2013	" 10,250 "	" 4,819,239,535 "	-16.71 	" 9,918 "	" 4,059,353,686 "	 40.68 
7/20/2013	" 10,251 "	" 4,819,558,908 "	 0.28 	" 9,917 "	" 4,059,086,460 "	 64.90 
7/21/2013	" 10,251 "	" 4,819,862,259 "	 4.06 	" 9,917 "	" 4,059,019,261 "	 84.06 
7/22/2013	" 10,261 "	" 4,827,804,069 "	 4.88 	" 9,822 "	" 4,022,624,268 "	 62.10 
7/23/2013	" 10,248 "	" 4,809,197,687 "	 3.40 	" 9,982 "	" 4,148,320,983 "	 98.74 
7/24/2013	" 10,205 "	" 4,788,416,753 "	 9.80 	" 10,033 "	" 4,178,408,158 "	 136.30 
7/25/2013	" 10,197 "	" 4,772,732,919 "	 5.28 	" 10,019 "	" 4,262,367,073 "	 149.22 
7/26/2013	" 10,208 "	" 4,679,372,616 "	 3.69 	" 9,973 "	" 4,254,973,234 "	 119.49 
7/27/2013	" 10,208 "	" 4,679,699,393 "	 0.66 	" 9,973 "	" 4,255,210,873 "	 111.05 
7/28/2013	" 10,209 "	" 4,680,041,146 "	 0.86 	" 9,972 "	" 4,254,948,484 "	 64.38 
7/29/2013	" 10,196 "	" 4,672,924,206 "	-0.65 	" 9,944 "	" 4,250,766,122 "	 58.35 
7/30/2013	" 10,190 "	" 4,686,161,019 "	-1.40 	" 9,973 "	" 4,264,800,572 "	 64.35 
7/31/2013	" 10,163 "	" 4,636,270,960 "	-4.48 	" 9,931 "	" 4,250,985,185 "	 55.66 
8/1/2013	" 10,168 "	" 4,640,214,881 "	-2.35 	" 10,038 "	" 4,301,002,041 "	 83.46 
8/2/2013	" 10,175 "	" 4,630,891,432 "	-1.05 	" 10,124 "	" 4,389,858,620 "	 113.13 
8/3/2013	" 10,175 "	" 4,633,896,068 "	-0.93 	" 10,123 "	" 4,389,566,159 "	 106.99 
8/4/2013	" 10,176 "	" 4,636,193,464 "	 1.06 	" 10,122 "	" 4,391,273,753 "	 128.06 
8/5/2013	" 10,177 "	" 4,533,786,515 "	 1.08 	" 10,123 "	" 4,405,205,001 "	 127.95 
